product_name,sales,price,reorder_quantity,stock_level,holding_cost,Production_cost,currency_fluctuation,stockout,timestamp
Sauces and Soups,54,12.51,60,197,3.01,8.03,-0.96,0,3/4/2022
Instant Porridge,44,15.3,44,109,4.19,7.5,-1.5,1,3/4/2022
Biscuits,48,16.98,49,498,4.29,2.84,-1.39,0,3/4/2022
Water,43,19.47,45,159,2.12,4.24,-1.34,0,2/4/2022
Sauces and Soups,53,6.01,62,273,2.81,2.02,-1,1,2/4/2022
Instant Porridge,56,3.63,64,180,2.68,1.83,0.89,1,2/4/2022
Biscuits,55,2.5,60,170,4.91,8.93,-0.51,1,2/4/2022
Water,47,10.56,54,172,4.49,2.02,-1.46,1,1/4/2022
Sauces and Soups,38,5.91,39,104,3.2,1.69,0.75,0,1/4/2022
Instant Porridge,53,4.71,60,406,4.79,6.19,-1.46,0,1/4/2022
Biscuits,55,13.28,57,61,0.68,2.98,0.55,0,1/4/2022
Water,55,6.53,56,341,2.99,6.86,-1.59,1,31/3/2022
Sauces and Soups,58,7.3,59,496,3.26,5.74,-1.59,1,31/3/2022
Instant Porridge,43,4.86,47,88,2.7,6.35,0.08,0,31/3/2022
Biscuits,73,19.04,81,205,4.39,9.29,-1.98,1,31/3/2022
Water,47,10.87,48,181,1.51,2.99,-0.8,0,30/3/2022
Sauces and Soups,46,7.63,53,360,4.74,9.74,0.18,0,30/3/2022
Instant Porridge,43,11.81,45,119,0.56,5.3,-1.23,1,30/3/2022
Biscuits,55,2.31,60,499,4.36,6.31,-1.37,0,30/3/2022
Water,52,17.52,55,342,1.98,9.99,-0.03,0,29/3/2022
Sauces and Soups,55,10.02,55,244,0.57,8.5,-0.17,0,29/3/2022
Instant Porridge,52,18.92,55,401,1.5,5.91,-0.25,1,29/3/2022
Biscuits,70,10.33,73,430,2.55,9.74,1.47,0,29/3/2022
Water,45,8.61,46,484,4.28,1.12,-0.58,1,28/3/2022
Sauces and Soups,46,4.42,52,308,3.43,7.04,-0.13,0,28/3/2022
Instant Porridge,64,19.97,64,467,3.18,7.03,-0.53,0,28/3/2022
Biscuits,39,13.46,41,259,0.79,8.96,1.33,0,28/3/2022
Water,50,17.43,55,479,0.69,3.9,0.05,1,27/3/2022
Sauces and Soups,51,10.82,57,128,3.46,2.92,-0.55,0,27/3/2022
Instant Porridge,53,9.56,55,171,3.51,5.35,0.38,0,27/3/2022
Biscuits,53,12.13,53,239,4.48,5.41,0.48,0,27/3/2022
Water,57,13.55,57,402,2.37,9.92,1.36,0,26/3/2022
Sauces and Soups,49,12.19,49,366,2.17,5.99,-1.84,0,26/3/2022
Instant Porridge,50,18.16,53,38,3.17,1.63,0.94,0,26/3/2022
Biscuits,51,19.67,52,403,1.58,7.65,0.65,0,26/3/2022
Water,53,4,55,459,3.13,3.13,1.12,0,25/3/2022
Sauces and Soups,53,6.34,57,127,1.32,5.04,0.18,0,25/3/2022
Instant Porridge,53,2.95,57,82,3.68,4.99,1.39,1,25/3/2022
Biscuits,36,7.89,42,344,3.89,4.75,-0.19,0,25/3/2022
Water,56,19.21,58,353,4.64,6.19,0.4,1,24/3/2022
Sauces and Soups,36,7.42,44,308,3.61,1.64,-1.86,0,24/3/2022
Instant Porridge,45,19.09,52,319,4.09,5.71,-0.71,1,24/3/2022
Biscuits,56,7.3,58,320,2.63,5.3,-0.62,1,24/3/2022
Water,54,12.18,59,284,3.89,5.02,0.17,0,23/3/2022
Sauces and Soups,52,16.05,56,105,4.33,7.45,-1.58,0,23/3/2022
Instant Porridge,49,4.97,55,241,2.47,5.36,-0.35,1,23/3/2022
Biscuits,46,7.6,51,7,0.94,6.51,1.36,1,23/3/2022
Water,43,9.21,43,208,1.63,1.43,1.02,0,22/3/2022
Sauces and Soups,41,17.65,44,186,3.47,3.13,1.98,1,22/3/2022
Instant Porridge,44,6.24,44,133,4.08,5.45,0.37,1,22/3/2022
Biscuits,58,4.93,61,77,3.22,7.72,-0.72,1,22/3/2022
Water,49,6.66,56,408,3.42,2.63,1.2,1,21/3/2022
Sauces and Soups,47,4.82,52,146,4.27,2.73,1.12,1,21/3/2022
Instant Porridge,53,8.25,61,77,3.02,2.92,-0.68,0,21/3/2022
Biscuits,60,8.31,63,218,4.13,9.8,-1.55,0,21/3/2022
Water,54,2.4,58,248,3.9,6.2,1.38,0,20/3/2022
Sauces and Soups,47,16.62,50,328,1.09,6.47,1.64,0,20/3/2022
Instant Porridge,46,6.85,47,113,3.84,5.74,-1.67,0,20/3/2022
Biscuits,47,7.62,52,263,2.66,9.23,0.62,0,20/3/2022
Water,45,8,54,77,0.66,4.04,-1.46,0,19/3/2022
Sauces and Soups,59,16.37,67,155,2.2,6.15,0.34,1,19/3/2022
Instant Porridge,49,4.42,50,332,1.99,9.26,-1.76,1,19/3/2022
Biscuits,55,5.6,60,364,2.95,7.15,1.58,1,19/3/2022
Water,39,7.41,40,353,0.57,2.45,0.69,0,18/3/2022
Sauces and Soups,51,10.35,56,41,1,3.98,-1.62,0,18/3/2022
Instant Porridge,59,8.33,61,47,1.97,1.88,0.37,0,18/3/2022
Biscuits,51,13.07,56,74,0.54,1.56,-0.86,1,18/3/2022
Water,66,15.05,68,139,4.9,1.68,0.5,0,17/3/2022
Sauces and Soups,52,4.72,59,276,3.52,1.72,1.27,1,17/3/2022
Instant Porridge,50,1.06,50,102,3.81,9.97,-1.25,0,17/3/2022
Biscuits,44,14.36,47,6,0.71,3.58,-1.15,1,17/3/2022
Water,46,1.97,52,95,0.73,7.59,-0.82,0,16/3/2022
Sauces and Soups,51,15.08,59,131,0.98,9.25,0.22,1,16/3/2022
Instant Porridge,57,12.32,59,102,4.31,2.14,-1.78,0,16/3/2022
Biscuits,39,6.07,39,45,3.39,7.94,-1.18,1,16/3/2022
Water,66,3.49,70,398,4.5,1.39,1.09,1,15/3/2022
Sauces and Soups,55,14.11,64,22,2.79,8.24,1.62,1,15/3/2022
Instant Porridge,49,4.93,54,48,1.42,3.33,0.07,0,15/3/2022
Biscuits,48,7.56,56,346,3.89,5.17,1.48,1,15/3/2022
Water,42,19.72,44,266,3.73,9.12,1.13,0,14/3/2022
Sauces and Soups,64,3.64,65,271,1.39,1.13,-0.04,1,14/3/2022
Instant Porridge,59,15.5,60,197,4.35,7.15,-0.25,0,14/3/2022
Biscuits,50,7.8,52,116,4.46,1.4,-0.6,1,14/3/2022
Water,64,19.67,69,417,2.4,5.83,-0.66,1,13/3/2022
Sauces and Soups,47,12.77,56,1,4.11,7.67,0.15,1,13/3/2022
Instant Porridge,51,9.15,51,142,4.29,5.71,-0.17,0,13/3/2022
Biscuits,55,4.76,58,420,3.54,3.24,-0.04,0,13/3/2022
Water,54,15.97,56,226,3.76,2.74,0.77,0,12/3/2022
Sauces and Soups,68,2.47,68,325,0.73,6.81,-1.11,1,12/3/2022
Instant Porridge,38,17.73,39,351,2.69,2.06,0.95,1,12/3/2022
Biscuits,51,2.86,54,230,1.56,4.67,-0.98,1,12/3/2022
Water,60,7.83,65,442,2.39,5.52,-1.25,1,11/3/2022
Sauces and Soups,52,5.7,52,373,1.53,3.18,-1.33,0,11/3/2022
Instant Porridge,61,1.5,63,496,1.58,6.01,-0.95,1,11/3/2022
Biscuits,41,19.96,50,11,0.56,9.73,0.33,0,11/3/2022
Water,48,6.09,56,188,1.56,4.71,-0.85,1,10/3/2022
Sauces and Soups,48,5.09,51,253,4.22,4.14,0.07,0,10/3/2022
Instant Porridge,49,2.39,57,31,3.59,6.54,0.62,1,10/3/2022
Biscuits,55,4.28,60,462,3.29,3.76,-0.57,1,10/3/2022
Water,55,4.49,64,170,1.01,6.46,1.16,0,9/3/2022
Sauces and Soups,59,16.94,68,488,3.24,1.04,0.06,1,9/3/2022
Instant Porridge,52,18.62,61,471,2.21,1.59,0.28,0,9/3/2022
Biscuits,45,17.87,48,234,4.92,6.17,0.83,0,9/3/2022
Water,43,2.54,49,247,0.81,8.47,0.54,1,8/3/2022
Sauces and Soups,49,16.04,58,437,3.01,7.51,0.35,0,8/3/2022
Instant Porridge,52,4.79,55,328,2.35,5.67,-0.62,1,8/3/2022
Biscuits,43,1.7,51,296,1.59,9.21,-0.51,1,8/3/2022
Water,40,7.21,46,427,1.41,4.25,1.67,1,7/3/2022
Sauces and Soups,40,8.25,44,338,1.48,4.72,1.82,0,7/3/2022
Instant Porridge,54,2.02,55,454,1.1,9.27,1.16,0,7/3/2022
Biscuits,56,10.47,56,93,2.88,7.44,1.84,1,7/3/2022
Water,54,1.14,63,118,4.1,9.56,1.02,1,6/3/2022
Sauces and Soups,48,2.54,52,405,4.73,7.55,1.57,1,6/3/2022
Instant Porridge,49,18.77,55,30,0.87,8.58,-0.24,0,6/3/2022
Biscuits,43,18.22,44,171,4.14,6.69,-0.44,0,6/3/2022
Water,42,17.83,42,400,4.6,6.29,-0.22,1,5/3/2022
Sauces and Soups,43,10.13,50,110,2.64,1.35,-1.18,0,5/3/2022
Instant Porridge,46,11.08,46,153,4.16,8.4,0.96,0,5/3/2022
Biscuits,59,17.02,59,441,3.09,6,0.71,1,5/3/2022
Water,51,17.47,54,281,2.74,3.12,0.27,1,4/3/2022
Sauces and Soups,47,19.19,51,245,4.56,5.81,-0.42,1,4/3/2022
Instant Porridge,44,3.4,48,68,3.64,3.95,-0.16,0,4/3/2022
Biscuits,41,8.53,50,36,1.57,7.33,1,0,4/3/2022
Water,46,16.32,52,165,1.29,4,0.61,1,3/3/2022
Sauces and Soups,41,12.71,41,22,3.59,2.74,-0.27,1,3/3/2022
Instant Porridge,58,18.61,60,61,4.9,8.07,1.02,1,3/3/2022
Biscuits,53,4.86,62,188,2.02,7.31,1.61,1,3/3/2022
Water,46,11.79,49,139,4.8,2.15,-1.55,0,2/3/2022
Sauces and Soups,54,14.27,57,210,4.78,7.69,0.97,0,2/3/2022
Instant Porridge,51,13.87,54,152,4.67,3.55,-0.87,1,2/3/2022
Biscuits,55,1.81,62,377,2.24,3.43,-0.12,1,2/3/2022
Water,46,12.55,47,400,2.46,7.23,-1.11,0,1/3/2022
Sauces and Soups,50,17.83,59,458,2.35,1.02,0.63,0,1/3/2022
Instant Porridge,48,10.89,49,405,0.71,8.38,-1.29,1,1/3/2022
Biscuits,53,6.3,60,471,1.47,4.21,-1.12,0,1/3/2022
Water,47,18.61,56,400,3.63,3.21,-1.85,1,28/2/2022
Sauces and Soups,45,9.05,49,44,0.75,6.43,1.58,0,28/2/2022
Instant Porridge,47,2.6,54,418,1.64,6.49,-0.84,1,28/2/2022
Biscuits,57,12.86,64,497,1.59,7.02,1.01,0,28/2/2022
Water,57,11.95,65,251,2.9,9.82,-0.81,1,27/2/2022
Sauces and Soups,49,11.86,49,229,2.53,8.97,-0.46,0,27/2/2022
Instant Porridge,51,5.91,51,421,0.87,6.2,-1.16,1,27/2/2022
Biscuits,43,10.18,49,188,3.2,3.96,0.41,1,27/2/2022
Water,49,12.72,53,119,4.16,4.63,0.73,1,26/2/2022
Sauces and Soups,51,18.46,59,136,0.97,2.39,-1.61,0,26/2/2022
Instant Porridge,47,19.3,56,209,4.36,4.01,2,1,26/2/2022
Biscuits,47,1.94,50,383,0.57,3.38,0.22,1,26/2/2022
Water,47,19.89,54,149,2.25,6.01,-0.17,0,25/2/2022
Sauces and Soups,45,13.62,52,71,1.82,5.82,0.31,0,25/2/2022
Instant Porridge,56,18.79,58,36,4.8,9.89,0.15,0,25/2/2022
Biscuits,49,19.24,57,80,2.07,3,-0.19,0,25/2/2022
Water,54,18.86,55,494,2.93,3.24,-1.32,0,24/2/2022
Sauces and Soups,54,9.99,56,459,1.45,4.58,-0.78,1,24/2/2022
Instant Porridge,48,13.4,49,386,4.31,9.11,1.43,1,24/2/2022
Biscuits,51,6.62,54,486,4.23,8.72,1.87,1,24/2/2022
Water,52,17.99,54,287,4.31,8.17,-1.61,0,23/2/2022
Sauces and Soups,60,6.51,64,469,2.43,8.93,-0.04,0,23/2/2022
Instant Porridge,40,19.36,40,457,3.93,2.44,0.42,0,23/2/2022
Biscuits,64,12,72,140,4.64,1.25,1.73,0,23/2/2022
Water,57,14.51,65,271,1.73,3.06,1.48,1,22/2/2022
Sauces and Soups,43,4.69,48,367,1.93,6.75,0.65,0,22/2/2022
Instant Porridge,54,8.69,59,428,1.4,1.95,-0.72,1,22/2/2022
Biscuits,53,16.09,61,329,0.69,2.38,-1.82,0,22/2/2022
Water,63,17.56,71,353,3.07,9.16,1.14,0,21/2/2022
Sauces and Soups,50,17.39,51,208,4.94,9.75,1.76,0,21/2/2022
Instant Porridge,49,8.88,53,177,2.12,5.76,-1.44,0,21/2/2022
Biscuits,42,7.77,43,223,2.67,2.51,0.53,1,21/2/2022
Water,39,17.82,48,248,2.49,1.18,-0.23,0,20/2/2022
Sauces and Soups,39,18.16,46,188,0.55,1.12,1.68,0,20/2/2022
Instant Porridge,51,6.85,55,344,4.63,9.77,1.56,1,20/2/2022
Biscuits,61,12.51,65,368,0.92,2.43,1.8,1,20/2/2022
Water,52,5.6,61,258,2.21,9.76,-0.89,1,19/2/2022
Sauces and Soups,43,2.61,50,335,1.49,3.13,1.98,1,19/2/2022
Instant Porridge,58,17.34,61,143,2.86,7.76,-0.88,0,19/2/2022
Biscuits,59,5.19,63,285,1.51,5.46,-0.27,0,19/2/2022
Water,49,7.48,51,134,0.78,8.17,0.25,1,18/2/2022
Sauces and Soups,59,8.44,67,257,3.82,6.71,-1.11,0,18/2/2022
Instant Porridge,48,4.65,51,323,4.07,8.22,1.27,0,18/2/2022
Biscuits,37,17,39,105,3.86,4.77,0.33,1,18/2/2022
Water,49,13.76,49,386,1.19,9.3,1.23,1,17/2/2022
Sauces and Soups,64,17.55,69,28,0.94,1.73,-1.45,0,17/2/2022
Instant Porridge,35,17.67,39,192,4.68,4.56,0.15,0,17/2/2022
Biscuits,45,19.92,49,427,2.17,5.54,1.28,0,17/2/2022
Water,46,4.85,55,181,2.89,6.19,-0.26,1,16/2/2022
Sauces and Soups,56,13.2,64,408,1.94,3.05,1.35,0,16/2/2022
Instant Porridge,49,11.58,55,148,4.34,2.24,-0.8,0,16/2/2022
Biscuits,38,4.11,41,332,0.63,2.93,0.42,0,16/2/2022
Water,44,7.35,53,465,2.76,6.82,-0.96,1,15/2/2022
Sauces and Soups,41,12.07,46,265,1.74,3.66,0.04,0,15/2/2022
Instant Porridge,41,14.07,48,294,3.54,6.57,-1.52,1,15/2/2022
Biscuits,53,9.53,60,381,0.86,4.69,-0.62,1,15/2/2022
Water,48,2.47,53,372,3.61,4.33,0.04,0,14/2/2022
Sauces and Soups,59,4.14,67,230,3.54,1.7,1.74,0,14/2/2022
Instant Porridge,42,3.35,44,26,2.26,4.99,0.62,1,14/2/2022
Biscuits,49,5.79,57,27,1.79,3.33,1.75,0,14/2/2022
Water,62,16.66,63,84,1.81,1.82,-0.62,0,13/2/2022
Sauces and Soups,57,12.85,61,196,4.58,2.1,-0.03,1,13/2/2022
Instant Porridge,62,9.66,65,21,3.09,5.5,-1.21,0,13/2/2022
Biscuits,59,15.52,68,465,2.81,3.42,-1.38,0,13/2/2022
Water,35,10.52,38,4,3.87,7.06,0.76,1,12/2/2022
Sauces and Soups,50,8.96,56,31,2.17,1.72,-0.33,1,12/2/2022
Instant Porridge,55,3.92,64,8,1.08,9.98,0.58,0,12/2/2022
Biscuits,48,1.59,50,4,1.26,7.14,-1.91,1,12/2/2022
Water,39,17.72,46,478,3.48,7.03,0.89,1,11/2/2022
Sauces and Soups,51,17.25,57,412,3.31,3.76,-1.54,0,11/2/2022
Instant Porridge,45,1.59,50,37,1.08,4.52,1.06,0,11/2/2022
Biscuits,54,15.32,54,446,2.26,1.94,1.61,1,11/2/2022
Water,40,2.39,43,76,4.47,1.38,-0.53,0,10/2/2022
Sauces and Soups,52,12.23,54,40,2.17,4.64,-0.66,0,10/2/2022
Instant Porridge,50,10.55,59,498,1.63,5.56,0.64,1,10/2/2022
Biscuits,45,10.4,45,259,2.36,4.96,0.17,1,10/2/2022
Water,46,10.81,53,83,4.37,4.38,-1.29,0,9/2/2022
Sauces and Soups,58,13.59,61,23,0.7,2.79,1.35,1,9/2/2022
Instant Porridge,66,16.59,68,399,3.13,1.04,-0.82,0,9/2/2022
Biscuits,40,6.33,41,154,3.73,2.12,-1.56,1,9/2/2022
Water,49,4.32,57,183,4.97,1.24,1.82,1,8/2/2022
Sauces and Soups,58,14.17,66,463,2.21,5.59,1.2,1,8/2/2022
Instant Porridge,43,13.29,44,101,4.24,6.16,1.75,0,8/2/2022
Biscuits,69,2.02,78,352,4.76,1.58,-0.88,1,8/2/2022
Water,44,7.9,52,232,0.82,9.61,-1.74,0,7/2/2022
Sauces and Soups,55,12.05,59,319,3.96,6.76,-0.33,0,7/2/2022
Instant Porridge,47,18.07,54,87,2.67,8.61,-0.58,1,7/2/2022
Biscuits,55,10.3,56,68,1.28,6.65,0.51,1,7/2/2022
Water,49,3.86,55,16,3.13,7.68,0.86,0,6/2/2022
Sauces and Soups,55,2.2,55,101,3.63,5.11,0.81,0,6/2/2022
Instant Porridge,54,16.53,61,454,2.72,2.76,0.49,0,6/2/2022
Biscuits,53,12.31,56,200,4,6.58,-0.57,0,6/2/2022
Water,52,16.91,60,193,4.61,6.1,0.05,1,5/2/2022
Sauces and Soups,40,10.79,41,453,4.13,7.36,-0.78,1,5/2/2022
Instant Porridge,50,16.96,56,334,1.94,5.96,-1.6,0,5/2/2022
Biscuits,58,11.92,59,109,1.37,7.73,-0.82,0,5/2/2022
Water,49,10.05,57,60,3.18,9.74,1.34,1,4/2/2022
Sauces and Soups,52,4.98,52,340,1.59,8.45,0.19,0,4/2/2022
Instant Porridge,46,1.4,52,191,4.22,8.34,-1.67,1,4/2/2022
Biscuits,49,7.06,56,147,4.31,4.77,-1.8,1,4/2/2022
Water,43,8.67,49,282,1.47,1.87,-0.62,0,3/2/2022
Sauces and Soups,61,4.62,67,119,1.4,4.54,-1.37,0,3/2/2022
Instant Porridge,50,12.54,57,64,2.56,1.38,0.33,0,3/2/2022
Biscuits,51,17.86,52,370,3.42,9.75,-1.96,1,3/2/2022
Water,62,6.73,71,260,4.97,1.59,2,0,2/2/2022
Sauces and Soups,36,9.18,43,397,3.26,8.72,-1.27,1,2/2/2022
Instant Porridge,46,19.6,54,402,4.89,4.26,-1.89,0,2/2/2022
Biscuits,61,6.72,68,55,1.95,7.65,-0.33,0,2/2/2022
Water,63,4.21,66,90,0.93,5.95,0.05,0,1/2/2022
Sauces and Soups,51,8.89,51,223,0.8,1.71,0.71,0,1/2/2022
Instant Porridge,45,18.29,46,493,0.51,8.03,0.49,1,1/2/2022
Biscuits,47,17.34,53,128,4.03,4,-1.69,0,1/2/2022
Water,47,9.16,50,194,1.14,9.66,-0.12,0,31/1/2022
Sauces and Soups,48,8.72,49,295,1.91,8.02,-0.9,0,31/1/2022
Instant Porridge,40,1.43,48,233,4.26,7.84,1.74,1,31/1/2022
Biscuits,52,18.3,53,42,4.42,9.45,1.08,1,31/1/2022
Water,52,18.25,57,33,2.71,4.56,-1.79,0,30/1/2022
Sauces and Soups,50,11.03,58,50,1.51,5.13,1.7,1,30/1/2022
Instant Porridge,57,18.4,66,436,4.89,5.32,1.06,1,30/1/2022
Biscuits,45,10.07,53,28,2.94,4.2,1.24,0,30/1/2022
Water,46,19.19,49,363,3.49,1.1,0.26,1,29/1/2022
Sauces and Soups,54,4.87,60,102,4.85,7.66,1.51,1,29/1/2022
Instant Porridge,41,2.65,50,386,2.36,2.62,0.66,1,29/1/2022
Biscuits,54,12.37,54,462,4.07,2.94,0.03,0,29/1/2022
Water,67,13.03,71,363,2.15,1.54,-1.75,1,28/1/2022
Sauces and Soups,60,1.2,62,273,2.83,7.87,1.55,0,28/1/2022
Instant Porridge,52,14.82,57,483,2.84,6.14,0.43,0,28/1/2022
Biscuits,66,7.57,68,256,3.28,8.19,-1.59,0,28/1/2022
Water,44,3.85,44,427,1.43,2.1,1.37,0,27/1/2022
Sauces and Soups,51,12.26,55,162,1.13,1.33,-1.08,0,27/1/2022
Instant Porridge,52,3.27,61,249,1.49,8.91,0.95,0,27/1/2022
Biscuits,50,9.95,57,302,0.87,2.91,-1.94,1,27/1/2022
Water,45,16.3,47,23,2.7,5.87,-1.46,1,26/1/2022
Sauces and Soups,44,11.62,47,3,4.6,6.55,-0.13,1,26/1/2022
Instant Porridge,57,19.84,60,209,1.81,9.12,-0.77,0,26/1/2022
Biscuits,66,10.42,67,63,2.84,9.6,-1.82,0,26/1/2022
Water,54,8.77,59,414,4.5,2.37,0,1,25/1/2022
Sauces and Soups,56,7.21,64,297,1.82,1.38,-0.05,0,25/1/2022
Instant Porridge,44,12.28,49,328,4.4,5.31,-1.52,1,25/1/2022
Biscuits,46,5.78,50,441,2.73,8.13,-0.05,1,25/1/2022
Water,50,3.35,57,224,4.69,9.26,0.54,0,24/1/2022
Sauces and Soups,41,7.59,47,190,4.3,9.56,1.71,0,24/1/2022
Instant Porridge,48,16.21,48,330,3.36,8.36,-0.29,1,24/1/2022
Biscuits,55,4.37,61,269,1.54,2.87,-1.68,0,24/1/2022
Water,51,13.6,52,308,4.65,1.49,1.69,0,23/1/2022
Sauces and Soups,47,10.05,50,332,4,4.23,-1.79,1,23/1/2022
Instant Porridge,37,8.19,41,463,4.9,4.66,-1.51,1,23/1/2022
Biscuits,45,14.31,52,185,1.63,4.14,1.77,1,23/1/2022
Water,48,6.58,57,314,1.1,5.91,0.33,1,22/1/2022
Sauces and Soups,40,7.04,45,430,2.09,8.28,1.98,0,22/1/2022
Instant Porridge,40,5.67,43,288,2.35,6.19,-0.86,0,22/1/2022
Biscuits,51,17.75,59,307,2.72,1.23,0.45,1,22/1/2022
Water,36,11.17,44,479,2.16,9.94,0.27,0,21/1/2022
Sauces and Soups,43,14.53,48,8,2.59,7.24,1.19,0,21/1/2022
Instant Porridge,49,7.13,50,37,1.76,9.46,1.74,1,21/1/2022
Biscuits,36,8.27,37,269,4.72,7.65,0.47,0,21/1/2022
Water,43,11.01,46,226,1.19,3.4,0.99,0,20/1/2022
Sauces and Soups,46,7.65,50,423,4.96,1.32,-1.12,0,20/1/2022
Instant Porridge,43,13.79,49,64,3.65,7.66,1.49,1,20/1/2022
Biscuits,52,4.32,60,412,2.84,4.01,-1.82,1,20/1/2022
Water,42,14.26,47,364,2.88,1.37,0.83,1,19/1/2022
Sauces and Soups,58,5.42,66,22,1.12,7.96,-1.85,0,19/1/2022
Instant Porridge,54,7.65,59,250,4.89,3.52,0.03,1,19/1/2022
Biscuits,53,10.71,57,418,4.36,6.66,-0.77,1,19/1/2022
Water,53,17.93,59,418,0.7,6.88,0.82,0,18/1/2022
Sauces and Soups,48,12.76,48,403,1.51,6.14,-1.18,1,18/1/2022
Instant Porridge,46,2.69,54,286,4.32,4.12,-1.32,1,18/1/2022
Biscuits,46,5.3,52,428,3.23,5.88,0.16,1,18/1/2022
Water,49,11.66,55,70,1.28,2.12,-0.33,0,17/1/2022
Sauces and Soups,55,8.64,56,33,2.11,9.61,0.45,1,17/1/2022
Instant Porridge,54,11.25,59,337,3.7,7.02,-1.2,0,17/1/2022
Biscuits,54,16.73,58,462,1.96,3.35,-1.44,0,17/1/2022
Water,41,15.69,44,481,0.85,2.67,-1.64,1,16/1/2022
Sauces and Soups,47,13.98,47,110,3.21,3.12,0.14,0,16/1/2022
Instant Porridge,48,14.06,56,413,1.82,2.01,-1.56,0,16/1/2022
Biscuits,56,3.99,59,283,2.73,8.65,1.93,1,16/1/2022
Water,50,17.01,58,421,1.31,3.2,-1.82,0,15/1/2022
Sauces and Soups,48,6.74,52,45,4.65,4,-0.31,1,15/1/2022
Instant Porridge,45,16.22,46,188,1.89,9.2,0.02,1,15/1/2022
Biscuits,56,19.14,65,26,4.15,3.38,1.14,1,15/1/2022
Water,35,8.84,40,200,2.77,5.09,-1.43,1,14/1/2022
Sauces and Soups,54,13.9,62,279,1.9,3.04,0.68,0,14/1/2022
Instant Porridge,52,12.07,57,29,4.31,8.47,-1.95,0,14/1/2022
Biscuits,61,2.39,62,442,1.49,7.49,-1.66,0,14/1/2022
Water,46,13.28,54,149,4.46,8.4,-1.27,1,13/1/2022
Sauces and Soups,42,2.66,47,268,2.49,3.55,-0.19,1,13/1/2022
Instant Porridge,47,3.68,50,99,4.61,8.45,-1.82,1,13/1/2022
Biscuits,54,16.02,62,91,4.89,7.06,0.92,1,13/1/2022
Water,46,9.46,47,409,2.2,6.71,-1.52,0,12/1/2022
Sauces and Soups,50,5.38,58,397,2.84,2.84,-1.65,0,12/1/2022
Instant Porridge,55,1.16,60,289,3.33,7.11,0.34,0,12/1/2022
Biscuits,44,5.83,47,115,3.55,3.33,-0.49,0,12/1/2022
Water,36,11.98,40,81,3.15,6.8,-0.98,0,11/1/2022
Sauces and Soups,46,19.45,50,449,2.33,4.09,0.96,0,11/1/2022
Instant Porridge,54,12.43,54,250,5,3.41,-0.96,1,11/1/2022
Biscuits,44,17.21,46,88,4.66,9.17,-1.7,0,11/1/2022
Water,52,11.52,53,310,4.73,2.63,-1.63,0,10/1/2022
Sauces and Soups,49,3.82,50,431,1.57,1.16,0.45,1,10/1/2022
Instant Porridge,61,11.95,64,245,4.27,1.44,1.44,0,10/1/2022
Biscuits,50,4.47,51,149,3.25,2.8,-0.32,0,10/1/2022
Water,39,15.94,48,408,2.75,9.13,-0.88,0,9/1/2022
Sauces and Soups,44,2.25,50,498,2.52,4.77,0.72,1,9/1/2022
Instant Porridge,60,4.25,63,50,2.06,1.01,-0.23,1,9/1/2022
Biscuits,62,17.97,62,318,2.92,5.12,1.25,1,9/1/2022
Water,32,3.61,36,149,4.11,5.9,-0.68,0,8/1/2022
Sauces and Soups,39,4.51,45,156,0.95,9.26,0.46,1,8/1/2022
Instant Porridge,55,8,59,297,2.1,9.14,-0.13,0,8/1/2022
Biscuits,50,6.21,56,16,2.59,6.7,-1.34,1,8/1/2022
Water,66,11.81,66,159,3.23,4.71,1.41,1,7/1/2022
Sauces and Soups,57,2.91,64,167,4.19,1.39,0.16,1,7/1/2022
Instant Porridge,55,14.4,56,356,2.93,7.39,-0.45,1,7/1/2022
Biscuits,64,5.04,68,17,1.1,4.26,-1.46,0,7/1/2022
Water,51,17.48,51,30,1.36,7.26,1.38,1,6/1/2022
Sauces and Soups,45,2.54,45,444,1.32,1.86,-1.1,1,6/1/2022
Instant Porridge,58,16.68,64,190,4.54,5.31,0.3,0,6/1/2022
Biscuits,49,1.92,54,215,1.89,4.52,0.79,1,6/1/2022
Water,50,13.45,56,391,0.81,7.29,0.92,1,5/1/2022
Sauces and Soups,59,19.34,60,255,4.99,7,-0.74,0,5/1/2022
Instant Porridge,58,6.07,66,159,3.75,3.43,1.98,0,5/1/2022
Biscuits,53,1.46,62,240,3.1,1.82,-0.53,0,5/1/2022
Water,69,6.8,71,109,4.63,6.74,1.99,1,4/1/2022
Sauces and Soups,55,5.16,64,163,2.44,9.92,-1.81,0,4/1/2022
Instant Porridge,58,14.47,61,112,4.34,3.85,1.15,1,4/1/2022
Biscuits,53,16.3,61,311,1.29,9.56,0.37,1,4/1/2022
Water,50,6.77,59,361,4.88,8.12,-0.88,1,3/1/2022
Sauces and Soups,62,6.33,70,476,1.58,5.54,-1.61,0,3/1/2022
Instant Porridge,55,5,60,149,2.68,7.88,-0.07,1,3/1/2022
Biscuits,39,19.64,46,46,4.9,9.58,1.78,1,3/1/2022
Water,39,18.49,41,373,2.51,2.22,-0.82,1,2/1/2022
Sauces and Soups,36,11.48,40,353,4.67,8.35,-0.39,1,2/1/2022
Instant Porridge,42,2.93,42,323,1.2,2.76,0.61,1,2/1/2022
Biscuits,56,11.74,61,309,4.08,2.23,0.56,1,2/1/2022
Water,55,2.27,58,118,3.69,8.49,-0.18,0,1/1/2022
